PuzzleId,FEN,Moves,Rating,Themes,SAN
08pUY,r6r/1p1k2p1/p2p1q1p/3Qnb2/8/1PP5/P4PPP/R1B1R1K1 w - - 0 18,e1e5 f6e5 d5b7 d7e6,904,advantage defensivemove middlegame short,Rxe5 Qxe5 Qxb7+ Ke6
00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,904,crushing defensivemove endgame rookendgame verylong,Ra6 Rd5+ Kg6 Rd6+ Rxd6+ Kxd6 Kf6 Kd5 Kf5 Kd4
0kSqr,3R4/Pp3kpp/4p3/8/8/4Br2/Pq3P1P/5K1R b - - 0 23,b2b1 f1g2 b1g6 g2f3,904,advantage defensivemove endgame master short,Qb1+ Kg2 Qg6+ Kxf3
0hL8c,8/8/8/8/1Kpk4/8/2P5/8 w - - 4 45,c2c3 d4d3 b4c5 d3c3,905,crushing defensivemove endgame pawnendgame short zugzwang,c3+ Kd3 Kc5 Kxc3
089jo,8/8/8/1n6/1P5p/3pK1k1/5N2/8 w - - 4 61,f2d3 h4h3 d3f2 h3h2 f2h1 g3g2,907,advancedpawn crushing defensivemove endgame knightendgame long,Nxd3 h3 Nf2 h2 Nh1+ Kg2
0JN3U,8/1P1k4/3p1K2/N1nPp3/4P3/8/8/8 b - - 0 62,c5e4 f6f5 e4g3 f5g4,908,crushing defensivemove endgame knightendgame master mastervsmaster short,Nxe4+ Kf5 Ng3+ Kg4
0gtQf,8/8/8/8/6kp/4K3/5P2/8 w - - 0 74,f2f3 g4g3 f3f4 h4h3 f4f5 h3h2,908,advancedpawn crushing defensivemove endgame long pawnendgame,f3+ Kg3 f4 h3 f5 h2
0amZl,8/8/8/5ppp/7k/5K2/6PP/8 b - - 1 44,g5g4 f3f4 g4g3 h2g3,921,defensivemove endgame mate matein2 pawnendgame short zugzwang,g4+ Kf4 g3 hxg3#
0V1L8,8/2p5/4p3/1KPkP3/8/8/8/8 b - - 2 57,c7c6 b5b6 d5e5 b6c6,923,crushing defensivemove endgame pawnendgame short zugzwang,c6+ Kb6 Kxe5 Kxc6
0Izbm,4r1k1/ppp4p/3pPpBP/2qn4/5P2/4R1Q1/PP4P1/5K2 b - - 0 30,c5c1 e3e1 c1f4 g3f4,924,crushing defensivemove endgame short,Qc1+ Re1 Qxf4+ Qxf4
0YCz3,6k1/2P1K1p1/1N5p/p1r5/8/8/7P/8 w - - 1 49,c7c8q c5c8 b6c8 a5a4,932,crushing defensivemove endgame short,c8=Q+ Rxc8 Nxc8 a4
0iHbn,8/4kppp/8/P3p3/1pr1P3/2n2P2/1K1R2PP/2N5 b - - 0 29,c3a4 b2b3 c4c1 b3a4,933,crushing defensivemove endgame master short,Na4+ Kb3 Rxc1 Kxa4
0fnwe,8/8/1KP5/3kb1p1/6Bp/7P/8/8 b - - 2 70,d5d6 c6c7 e5d4 b6b7,936,advancedpawn bishopendgame crushing defensivemove endgame short,Kd6 c7 Bd4+ Kb7
0lCRK,6k1/1p3pp1/p6p/2p2q2/P1Q1P3/1P1n1PB1/5PKP/8 b - - 0 29,d3e1 g2f1 f5f3 f1e1,939,advantage defensivemove endgame short,Ne1+ Kf1 Qxf3 Kxe1
0oMM6,8/8/3k2p1/3P1p2/1p3P1P/1P6/6K1/8 w - - 0 48,g2g3 d6d5 g3f3 d5d4,940,crushing defensivemove endgame pawnendgame short,Kg3 Kxd5 Kf3 Kd4
0ZqIJ,8/pp4q1/8/4p3/2P1Q3/2P3K1/PP1k2PP/8 w - - 7 40,e4g4 g7g4 g3g4 e5e4,941,crushing defensivemove endgame queenendgame short,Qg4 Qxg4+ Kxg4 e4
0nfyE,6k1/5pp1/7p/1p6/2p1P3/2q2P1P/2PNQ1P1/rR5K b - - 0 27,c3d2 e2d2 a1b1 h1h2,943,advantage defensivemove endgame short,Qxd2 Qxd2 Rxb1+ Kh2
0c4Ds,8/1k6/2pp4/4bR2/2K1P3/8/8/8 w - - 22 65,f5e5 d6e5 c4c5 b7c7,947,crushing defensivemove endgame hangingpiece short,Rxe5 dxe5 Kc5 Kc7
0PMEr,8/6pp/4p3/4k3/1R2P1K1/1P4P1/4r2P/8 b - - 4 33,e2e4 b4e4 e5e4 b3b4 e6e5 b4b5,950,crushing defensivemove endgame long quietmove rookendgame,Rxe4+ Rxe4+ Kxe4 b4 e5 b5
