PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN,SAN
0HFWA,1k1r4/p1p2p2/Bpq5/3R2pp/3Qr3/P1P4P/2P2PP1/3R2K1 b - - 0 24,e4d4 d5d8 d4d8 d1d8,1213,80,84,98,endgame mate matein2 queensideattack short xrayattack,https://lichess.org/f9SYTjBX/black#48,,"[Event ""endgame mate matein2 queensideattack short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1k1r4/p1p2p2/Bpq5/3R2pp/3Qr3/P1P4P/2P2PP1/3R2K1 b - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 queensideattack short xrayattack""]
[ChapterName ""endgame mate matein2 queensideattack short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1213""]
[RatingDeviation ""80""]
[Popularity ""84""]
[NbPlays ""98""]
[Themes ""endgame mate matein2 queensideattack short xrayattack""]

24... Rxd4 25. Rxd8+ Rxd8 26. Rxd8# *",Rxd4 Rxd8+ Rxd8 Rxd8#
0aCx2,2r3k1/pRP2p2/6p1/5p1p/P6b/3r1P2/5P2/2R3K1 b - - 0 31,d3d7 b7b8 d7c7 b8c8 c7c8 c1c8,1220,78,68,62,advantage endgame long xrayattack,https://lichess.org/LLgmKSa5/black#62,,"[Event ""advantage endgame long xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r3k1/pRP2p2/6p1/5p1p/P6b/3r1P2/5P2/2R3K1 b - - 0 31""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage endgame long xrayattack""]
[ChapterName ""advantage endgame long xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1220""]
[RatingDeviation ""78""]
[Popularity ""68""]
[NbPlays ""62""]
[Themes ""advantage endgame long xrayattack""]

31... Rd7 32. Rb8 Rxc7 33. Rxc8+ Rxc8 34. Rxc8+ *",Rd7 Rb8 Rxc7 Rxc8+ Rxc8 Rxc8+
01lI7,r1b2r1k/pp4pp/6n1/1P6/4P1qP/P1QP4/5BB1/1R4KR w - - 1 26,d3d4 g6f4 c3f3 f4e2 f3e2 g4e2,1229,206,56,23,crushing exposedking kingsideattack long master middlegame xrayattack,https://lichess.org/eiUYCbzJ#51,,"[Event ""crushing exposedking kingsideattack long master middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r1b2r1k/pp4pp/6n1/1P6/4P1qP/P1QP4/5BB1/1R4KR w - - 1 26""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing exposedking kingsideattack long master middlegame xrayattack""]
[ChapterName ""crushing exposedking kingsideattack long master middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1229""]
[RatingDeviation ""206""]
[Popularity ""56""]
[NbPlays ""23""]
[Themes ""crushing exposedking kingsideattack long master middlegame xrayattack""]

26. d4 Nf4 27. Qf3 Ne2+ 28. Qxe2 Qxe2 *",d4 Nf4 Qf3 Ne2+ Qxe2 Qxe2
0I1iJ,4rr1k/pp5p/1n2Rp2/q2p4/6Q1/1BR5/PP3PPP/6K1 w - - 3 20,c3c7 a5e1 e6e1 e8e1,1233,78,71,76,backrankmate mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/JN9CSq3U#39,,"[Event ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4rr1k/pp5p/1n2Rp2/q2p4/6Q1/1BR5/PP3PPP/6K1 w - - 3 20""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1233""]
[RatingDeviation ""78""]
[Popularity ""71""]
[NbPlays ""76""]
[Themes ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]

20. Rc7 Qe1+ 21. Rxe1 Rxe1# *",Rc7 Qe1+ Rxe1 Rxe1#
0AWiA,2r2rk1/pp1b1ppp/4p3/3pPnB1/3P4/3Q4/Pq2NPPP/RR4K1 b - - 1 16,d7b5 d3b5 b2b5 b1b5,1234,77,73,361,advantage middlegame short xrayattack,https://lichess.org/OPtVbWTV/black#32,French_Defense French_Defense_Advance_Variation,"[Event ""advantage middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r2rk1/pp1b1ppp/4p3/3pPnB1/3P4/3Q4/Pq2NPPP/RR4K1 b - - 1 16""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage middlegame short xrayattack""]
[ChapterName ""advantage middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1234""]
[RatingDeviation ""77""]
[Popularity ""73""]
[NbPlays ""361""]
[Themes ""advantage middlegame short xrayattack""]

16... Bb5 17. Qxb5 Qxb5 18. Rxb5 *",Bb5 Qxb5 Qxb5 Rxb5
0M1Uu,3r2k1/2RP3p/p5p1/1p2rp2/4p3/7P/PP3PP1/3R2K1 b - - 0 29,e5e7 c7c8 e7d7 c8d8 d7d8 d1d8,1244,128,38,21,crushing endgame long rookendgame xrayattack,https://lichess.org/hfD90CfN/black#58,,"[Event ""crushing endgame long rookendgame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/2RP3p/p5p1/1p2rp2/4p3/7P/PP3PP1/3R2K1 b - - 0 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame long rookendgame xrayattack""]
[ChapterName ""crushing endgame long rookendgame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1244""]
[RatingDeviation ""128""]
[Popularity ""38""]
[NbPlays ""21""]
[Themes ""crushing endgame long rookendgame xrayattack""]

29... Re7 30. Rc8 Rxd7 31. Rxd8+ Rxd8 32. Rxd8+ *",Re7 Rc8 Rxd7 Rxd8+ Rxd8 Rxd8+
0MnvQ,r3r1k1/7p/p2Qp1p1/Rp1p1p2/3P4/4P3/1qP2PPP/R5K1 w - - 8 29,a5a6 b2a1 a6a1 a8a1,1246,75,79,199,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/uxOhhavj#57,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r3r1k1/7p/p2Qp1p1/Rp1p1p2/3P4/4P3/1qP2PPP/R5K1 w - - 8 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1246""]
[RatingDeviation ""75""]
[Popularity ""79""]
[NbPlays ""199""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

29. Rxa6 Qxa1+ 30. Rxa1 Rxa1# *",Rxa6 Qxa1+ Rxa1 Rxa1#
0jGMN,r1bqnrk1/2ppbppp/p3P3/1p4B1/8/1B6/PPP2PPP/RN1QR1K1 b - - 0 12,d7e6 d1d8 e7d8 g5d8,1246,80,83,437,advantage opening short xrayattack,https://lichess.org/vAQ6v1Ax/black#24,Ruy_Lopez Ruy_Lopez_Berlin_Defense,"[Event ""advantage opening short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r1bqnrk1/2ppbppp/p3P3/1p4B1/8/1B6/PPP2PPP/RN1QR1K1 b - - 0 12""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage opening short xrayattack""]
[ChapterName ""advantage opening short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1246""]
[RatingDeviation ""80""]
[Popularity ""83""]
[NbPlays ""437""]
[Themes ""advantage opening short xrayattack""]

12... dxe6 13. Qxd8 Bxd8 14. Bxd8 *",dxe6 Qxd8 Bxd8 Bxd8
0gjtA,1r4k1/p4p1p/5q2/2pPR1p1/2N2B2/1r5P/3Q1PP1/6K1 b - - 0 27,f6f4 e5g5 f4g5 d2g5,1248,76,84,1621,crushing endgame master short xrayattack,https://lichess.org/6fjfflse/black#54,,"[Event ""crushing endgame master short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1r4k1/p4p1p/5q2/2pPR1p1/2N2B2/1r5P/3Q1PP1/6K1 b - - 0 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame master short xrayattack""]
[ChapterName ""crushing endgame master short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1248""]
[RatingDeviation ""76""]
[Popularity ""84""]
[NbPlays ""1621""]
[Themes ""crushing endgame master short xrayattack""]

27... Qxf4 28. Rxg5+ Qxg5 29. Qxg5+ *",Qxf4 Rxg5+ Qxg5 Qxg5+
0G4Pc,r4n1k/1b1n1QP1/p3p1P1/3pq3/Npp3P1/8/PPP5/1K3R2 b - - 0 30,e5g7 f1h1 f8h7 h1h7 g7h7 f7h7,1266,79,94,13696,exposedking fork long mate matein3 middlegame xrayattack,https://lichess.org/ffF8BZ5m/black#60,,"[Event ""exposedking fork long mate matein3 middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r4n1k/1b1n1QP1/p3p1P1/3pq3/Npp3P1/8/PPP5/1K3R2 b - - 0 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""exposedking fork long mate matein3 middlegame xrayattack""]
[ChapterName ""exposedking fork long mate matein3 middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1266""]
[RatingDeviation ""79""]
[Popularity ""94""]
[NbPlays ""13696""]
[Themes ""exposedking fork long mate matein3 middlegame xrayattack""]

30... Qxg7 31. Rh1+ Nh7 32. Rxh7+ Qxh7 33. Qxh7# *",Qxg7 Rh1+ Nh7 Rxh7+ Qxh7 Qxh7#
0cV99,2r3k1/5pbp/1p4p1/2qRp3/4P3/1Qr3B1/P4PPP/2R3K1 w - - 0 29,d5c5 c3c1 c5c1 c8c1 b3d1 c1d1,1275,76,77,227,backrankmate long mate matein3 middlegame xrayattack,https://lichess.org/ZQDIuSQ2#57,,"[Event ""backrankmate long mate matein3 middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r3k1/5pbp/1p4p1/2qRp3/4P3/1Qr3B1/P4PPP/2R3K1 w - - 0 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate long mate matein3 middlegame xrayattack""]
[ChapterName ""backrankmate long mate matein3 middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1275""]
[RatingDeviation ""76""]
[Popularity ""77""]
[NbPlays ""227""]
[Themes ""backrankmate long mate matein3 middlegame xrayattack""]

29. Rxc5 Rxc1+ 30. Rxc1 Rxc1+ 31. Qd1 Rxd1# *",Rxc5 Rxc1+ Rxc1 Rxc1+ Qd1 Rxd1#
0CWTj,3R3k/6pp/p1q3r1/4rp2/1Q2bR2/P3P3/6PP/6K1 b - - 1 34,e5e8 b4f8 e8f8 d8f8,1276,73,96,31334,backrankmate mate matein2 middlegame sacrifice short xrayattack,https://lichess.org/zudWeX8Q/black#68,,"[Event ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3R3k/6pp/p1q3r1/4rp2/1Q2bR2/P3P3/6PP/6K1 b - - 1 34""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1276""]
[RatingDeviation ""73""]
[Popularity ""96""]
[NbPlays ""31334""]
[Themes ""backrankmate mate matein2 middlegame sacrifice short xrayattack""]

34... Re8 35. Qf8+ Rxf8 36. Rxf8# *",Re8 Qf8+ Rxf8 Rxf8#
0CbHA,2r3k1/5pp1/5q2/1p4p1/1P6/3p2P1/2rR1P1P/1Q1R2K1 b - - 0 52,f6b2 b1b2 c2b2 d2b2,1295,75,82,196,crushing endgame short xrayattack,https://lichess.org/yK4M1foD/black#104,,"[Event ""crushing endgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r3k1/5pp1/5q2/1p4p1/1P6/3p2P1/2rR1P1P/1Q1R2K1 b - - 0 52""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame short xrayattack""]
[ChapterName ""crushing endgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1295""]
[RatingDeviation ""75""]
[Popularity ""82""]
[NbPlays ""196""]
[Themes ""crushing endgame short xrayattack""]

52... Qb2 53. Qxb2 Rxb2 54. Rxb2 *",Qb2 Qxb2 Rxb2 Rxb2
0OHTE,r3k2r/pp1q3b/2pp1p2/4p1pP/P2PPnQ1/2P1B1NP/1P3P2/R3R1K1 w kq - 1 22,d4e5 f4h3 g4h3 d7h3,1298,75,94,7748,crushing kingsideattack master middlegame short xrayattack,https://lichess.org/8wPtMKOV#43,,"[Event ""crushing kingsideattack master middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r3k2r/pp1q3b/2pp1p2/4p1pP/P2PPnQ1/2P1B1NP/1P3P2/R3R1K1 w kq - 1 22""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing kingsideattack master middlegame short xrayattack""]
[ChapterName ""crushing kingsideattack master middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1298""]
[RatingDeviation ""75""]
[Popularity ""94""]
[NbPlays ""7748""]
[Themes ""crushing kingsideattack master middlegame short xrayattack""]

22. dxe5 Nxh3+ 23. Qxh3 Qxh3 *",dxe5 Nxh3+ Qxh3 Qxh3
0e7dp,4r1kr/7p/2p1b1pP/1p1pR3/pq1P4/8/PPQ2PP1/1K2R3 w - - 0 27,e5e6 b4e1 e6e1 e8e1 c2c1 e1c1,1300,76,81,660,crushing endgame long queensideattack xrayattack,https://lichess.org/WUKTNvgv#53,,"[Event ""crushing endgame long queensideattack xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1kr/7p/2p1b1pP/1p1pR3/pq1P4/8/PPQ2PP1/1K2R3 w - - 0 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame long queensideattack xrayattack""]
[ChapterName ""crushing endgame long queensideattack xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1300""]
[RatingDeviation ""76""]
[Popularity ""81""]
[NbPlays ""660""]
[Themes ""crushing endgame long queensideattack xrayattack""]

27. Rxe6 Qxe1+ 28. Rxe1 Rxe1+ 29. Qc1 Rxc1+ *",Rxe6 Qxe1+ Rxe1 Rxe1+ Qc1 Rxc1+
09F3h,2r2r1k/2R2ppp/p3P3/1p6/5N2/3BPN2/Pq3PPP/3R2K1 w - - 1 25,d1c1 b2c1 c7c1 c8c1,1310,75,90,272,advantage middlegame short xrayattack,https://lichess.org/WwJ17vYH#49,,"[Event ""advantage middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r2r1k/2R2ppp/p3P3/1p6/5N2/3BPN2/Pq3PPP/3R2K1 w - - 1 25""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage middlegame short xrayattack""]
[ChapterName ""advantage middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1310""]
[RatingDeviation ""75""]
[Popularity ""90""]
[NbPlays ""272""]
[Themes ""advantage middlegame short xrayattack""]

25. Rdc1 Qxc1+ 26. Rxc1 Rxc1+ *",Rdc1 Qxc1+ Rxc1 Rxc1+
01GBu,5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23,e4d5 a5e1 e2e1 e5e1,1313,75,93,4837,backrankmate mate matein2 middlegame short xrayattack,https://lichess.org/t1gBJrWV#45,,"[Event ""backrankmate mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5r1k/3p2bp/p4pp1/qp1br3/4P3/1Q4B1/PP2RPPP/4R1K1 w - - 0 23""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterName ""backrankmate mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1313""]
[RatingDeviation ""75""]
[Popularity ""93""]
[NbPlays ""4837""]
[Themes ""backrankmate mate matein2 middlegame short xrayattack""]

23. exd5 Qxe1+ 24. Rxe1 Rxe1# *",exd5 Qxe1+ Rxe1 Rxe1#
0jFci,3R1r1k/1p4pp/p1p2q2/4nb2/P1P5/1P6/2Q1B1PP/2B2RK1 b - - 0 23,f5c2 d8f8 f6f8 f1f8,1319,75,90,538,backrankmate fork mate matein2 middlegame short xrayattack,https://lichess.org/ISEPgmI3/black#46,,"[Event ""backrankmate fork mate matein2 middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3R1r1k/1p4pp/p1p2q2/4nb2/P1P5/1P6/2Q1B1PP/2B2RK1 b - - 0 23""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate fork mate matein2 middlegame short xrayattack""]
[ChapterName ""backrankmate fork mate matein2 middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1319""]
[RatingDeviation ""75""]
[Popularity ""90""]
[NbPlays ""538""]
[Themes ""backrankmate fork mate matein2 middlegame short xrayattack""]

23... Bxc2 24. Rxf8+ Qxf8 25. Rxf8# *",Bxc2 Rxf8+ Qxf8 Rxf8#
0mJyH,r7/1pp2kp1/1p1q1p1p/3R1Q2/3p2P1/P2P3P/2P2P2/6K1 b - - 3 30,d6e6 d5d7 e6d7 f5d7,1327,90,70,35,crushing endgame short xrayattack,https://lichess.org/ke6omde6/black#60,,"[Event ""crushing endgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r7/1pp2kp1/1p1q1p1p/3R1Q2/3p2P1/P2P3P/2P2P2/6K1 b - - 3 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame short xrayattack""]
[ChapterName ""crushing endgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1327""]
[RatingDeviation ""90""]
[Popularity ""70""]
[NbPlays ""35""]
[Themes ""crushing endgame short xrayattack""]

30... Qe6 31. Rd7+ Qxd7 32. Qxd7+ *",Qe6 Rd7+ Qxd7 Qxd7+
0ONyJ,r4r1k/1QR5/pp3Rpp/8/1P1P4/Pb1Bq3/6PP/6K1 w - - 1 27,g1h1 e3e1 d3f1 e1f1 f6f1 f8f1,1328,118,69,45,backrankmate long mate matein3 middlegame xrayattack,https://lichess.org/tOEe1ZkO#53,,"[Event ""backrankmate long mate matein3 middlegame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r4r1k/1QR5/pp3Rpp/8/1P1P4/Pb1Bq3/6PP/6K1 w - - 1 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate long mate matein3 middlegame xrayattack""]
[ChapterName ""backrankmate long mate matein3 middlegame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1328""]
[RatingDeviation ""118""]
[Popularity ""69""]
[NbPlays ""45""]
[Themes ""backrankmate long mate matein3 middlegame xrayattack""]

27. Kh1 Qe1+ 28. Bf1 Qxf1+ 29. Rxf1 Rxf1# *",Kh1 Qe1+ Bf1 Qxf1+ Rxf1 Rxf1#
0fuBB,3r1rk1/R4pp1/1p2p2p/2n5/3R1P2/P3nBP1/PB2P2P/6K1 w - - 0 24,g1f2 e3d1 d4d1 d8d1,1332,77,95,21169,advantage fork middlegame short xrayattack,https://lichess.org/evRNZuku#47,,"[Event ""advantage fork middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r1rk1/R4pp1/1p2p2p/2n5/3R1P2/P3nBP1/PB2P2P/6K1 w - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage fork middlegame short xrayattack""]
[ChapterName ""advantage fork middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1332""]
[RatingDeviation ""77""]
[Popularity ""95""]
[NbPlays ""21169""]
[Themes ""advantage fork middlegame short xrayattack""]

24. Kf2 Nd1+ 25. Rxd1 Rxd1 *",Kf2 Nd1+ Rxd1 Rxd1
0F3lA,5rk1/1Q1R1pp1/pb2p2p/1q6/8/2P5/P5PP/5R1K w - - 2 29,d7f7 b5f1 f7f1 f8f1,1333,86,73,260,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/NHQIVSIj#57,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5rk1/1Q1R1pp1/pb2p2p/1q6/8/2P5/P5PP/5R1K w - - 2 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1333""]
[RatingDeviation ""86""]
[Popularity ""73""]
[NbPlays ""260""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

29. Rdxf7 Qxf1+ 30. Rxf1 Rxf1# *",Rdxf7 Qxf1+ Rxf1 Rxf1#
