PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN,SAN
0pGnW,5rk1/1Q3pp1/4p2p/p3P3/2q5/5R2/P5PP/5R1K w - - 0 29,f3f7 c4f1 f7f1 f8f1,948,86,94,1990,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/f6p1f8kq#57,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""5rk1/1Q3pp1/4p2p/p3P3/2q5/5R2/P5PP/5R1K w - - 0 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""948""]
[RatingDeviation ""86""]
[Popularity ""94""]
[NbPlays ""1990""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

29. Rxf7 Qxf1+ 30. Rxf1 Rxf1# *",Rxf7 Qxf1+ Rxf1 Rxf1#
0MPzN,1Rbq2k1/5r1p/6p1/8/8/2Q3P1/P4P1P/6K1 b - - 4 30,d8c7 b8c8 c7c8 c3c8,953,76,100,324,crushing endgame fork short xrayattack,https://lichess.org/rL25W1yE/black#60,,"[Event ""crushing endgame fork short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1Rbq2k1/5r1p/6p1/8/8/2Q3P1/P4P1P/6K1 b - - 4 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame fork short xrayattack""]
[ChapterName ""crushing endgame fork short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""953""]
[RatingDeviation ""76""]
[Popularity ""100""]
[NbPlays ""324""]
[Themes ""crushing endgame fork short xrayattack""]

30... Qc7 31. Rxc8+ Qxc8 32. Qxc8+ *",Qc7 Rxc8+ Qxc8 Qxc8+
0S2hu,4r1k1/5pp1/p4n1p/P1qpp3/1rP5/Q3PN1P/5PP1/R1R3K1 b - - 2 24,b4c4 a3c5 c4c5 c1c5,987,77,89,223,advantage middlegame short xrayattack,https://lichess.org/IooNOMyz/black#48,,"[Event ""advantage middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/5pp1/p4n1p/P1qpp3/1rP5/Q3PN1P/5PP1/R1R3K1 b - - 2 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage middlegame short xrayattack""]
[ChapterName ""advantage middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""987""]
[RatingDeviation ""77""]
[Popularity ""89""]
[NbPlays ""223""]
[Themes ""advantage middlegame short xrayattack""]

24... Rxc4 25. Qxc5 Rxc5 26. Rxc5 *",Rxc4 Qxc5 Rxc5 Rxc5
069H6,3r2k1/3P1pp1/1r5p/8/8/8/6PP/2RR3K b - - 0 34,b6b7 c1c8 b7d7 c8d8 d7d8 d1d8,988,77,99,1119,crushing endgame long rookendgame xrayattack,https://lichess.org/36ZbdrWa/black#68,,"[Event ""crushing endgame long rookendgame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/3P1pp1/1r5p/8/8/8/6PP/2RR3K b - - 0 34""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame long rookendgame xrayattack""]
[ChapterName ""crushing endgame long rookendgame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""988""]
[RatingDeviation ""77""]
[Popularity ""99""]
[NbPlays ""1119""]
[Themes ""crushing endgame long rookendgame xrayattack""]

34... Rb7 35. Rc8 Rxd7 36. Rxd8+ Rxd8 37. Rxd8+ *",Rb7 Rc8 Rxd7 Rxd8+ Rxd8 Rxd8+
0VcP2,6rk/pp2q1p1/3N1P1p/5Q1P/b1N5/Pn4R1/1P4P1/1K6 b - - 0 30,e7f6 d6f7 f6f7 f5f7,990,76,82,130,crushing master middlegame short xrayattack,https://lichess.org/AegTxQsX/black#60,,"[Event ""crushing master middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""6rk/pp2q1p1/3N1P1p/5Q1P/b1N5/Pn4R1/1P4P1/1K6 b - - 0 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing master middlegame short xrayattack""]
[ChapterName ""crushing master middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""990""]
[RatingDeviation ""76""]
[Popularity ""82""]
[NbPlays ""130""]
[Themes ""crushing master middlegame short xrayattack""]

30... Qxf6 31. Nf7+ Qxf7 32. Qxf7 *",Qxf6 Nf7+ Qxf7 Qxf7
0791B,6k1/p4p1p/1p1Pp1pP/5b2/5P2/2R5/2rr4/2R3K1 b - - 8 36,g8f8 c3c8 c2c8 c1c8,997,86,79,106,endgame mate matein2 short xrayattack,https://lichess.org/WoLetkRx/black#72,,"[Event ""endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""6k1/p4p1p/1p1Pp1pP/5b2/5P2/2R5/2rr4/2R3K1 b - - 8 36""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame mate matein2 short xrayattack""]
[ChapterName ""endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""997""]
[RatingDeviation ""86""]
[Popularity ""79""]
[NbPlays ""106""]
[Themes ""endgame mate matein2 short xrayattack""]

36... Kf8 37. Rc8+ Rxc8 38. Rxc8# *",Kf8 Rc8+ Rxc8 Rxc8#
0BiD8,2r5/6kp/2q1pbp1/2P5/2QN4/4p3/6PP/2R3K1 b - - 3 31,c6d5 d4e6 d5e6 c4e6,999,78,88,429,crushing endgame short xrayattack,https://lichess.org/PWLlzsUb/black#62,,"[Event ""crushing endgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r5/6kp/2q1pbp1/2P5/2QN4/4p3/6PP/2R3K1 b - - 3 31""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame short xrayattack""]
[ChapterName ""crushing endgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""999""]
[RatingDeviation ""78""]
[Popularity ""88""]
[NbPlays ""429""]
[Themes ""crushing endgame short xrayattack""]

31... Qd5 32. Nxe6+ Qxe6 33. Qxe6 *",Qd5 Nxe6+ Qxe6 Qxe6
0KfAA,2r4k/6b1/2Q4p/p1P2q2/8/3R2P1/P1KB4/8 w - - 3 38,c6d5 c8c5 d5c5 f5c5,1017,77,97,1563,crushing endgame fork short xrayattack,https://lichess.org/KXEwAX47#75,,"[Event ""crushing endgame fork short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r4k/6b1/2Q4p/p1P2q2/8/3R2P1/P1KB4/8 w - - 3 38""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame fork short xrayattack""]
[ChapterName ""crushing endgame fork short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1017""]
[RatingDeviation ""77""]
[Popularity ""97""]
[NbPlays ""1563""]
[Themes ""crushing endgame fork short xrayattack""]

38. Qd5 Rxc5+ 39. Qxc5 Qxc5+ *",Qd5 Rxc5+ Qxc5 Qxc5+
0ocY6,3r2k1/6p1/p6p/1pPnR3/1P3q2/P6P/3Q1PP1/6K1 w - - 1 33,e5d5 f4d2 d5d2 d8d2,1020,79,95,1159,crushing endgame short xrayattack,https://lichess.org/JIGL6AKC#65,,"[Event ""crushing endgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/6p1/p6p/1pPnR3/1P3q2/P6P/3Q1PP1/6K1 w - - 1 33""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame short xrayattack""]
[ChapterName ""crushing endgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1020""]
[RatingDeviation ""79""]
[Popularity ""95""]
[NbPlays ""1159""]
[Themes ""crushing endgame short xrayattack""]

33. Rxd5 Qxd2 34. Rxd2 Rxd2 *",Rxd5 Qxd2 Rxd2 Rxd2
0BD4O,r5k1/1p1q2bp/p1n1p1p1/3N4/3P3r/1Q2P2B/PP3P1P/3RK2R b K - 0 21,d7d5 h3e6 d5e6 b3e6,1036,77,100,127,advantage fork middlegame short xrayattack,https://lichess.org/zGF0NNDf/black#42,,"[Event ""advantage fork middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r5k1/1p1q2bp/p1n1p1p1/3N4/3P3r/1Q2P2B/PP3P1P/3RK2R b K - 0 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage fork middlegame short xrayattack""]
[ChapterName ""advantage fork middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1036""]
[RatingDeviation ""77""]
[Popularity ""100""]
[NbPlays ""127""]
[Themes ""advantage fork middlegame short xrayattack""]

21... Qxd5 22. Bxe6+ Qxe6 23. Qxe6+ *",Qxd5 Bxe6+ Qxe6 Qxe6+
0Zmtp,4r1k1/5pb1/p6p/1p3P2/3R2Q1/8/PP3PPP/2r3K1 w - - 1 26,d4d1 e8e1 d1e1 c1e1,1037,78,95,891,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/Eu32eyHb#51,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/5pb1/p6p/1p3P2/3R2Q1/8/PP3PPP/2r3K1 w - - 1 26""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1037""]
[RatingDeviation ""78""]
[Popularity ""95""]
[NbPlays ""891""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

26. Rd1 Re1+ 27. Rxe1 Rxe1# *",Rd1 Re1+ Rxe1 Rxe1#
0XzVS,1RQr2k1/p1r2ppp/4p3/8/P1p5/2K5/5PPP/3R4 b - - 0 27,d8c8 d1d8 c8d8 b8d8,1038,79,100,199,backrankmate endgame mate matein2 rookendgame short xrayattack,https://lichess.org/AICBQsfH/black#54,,"[Event ""backrankmate endgame mate matein2 rookendgame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""1RQr2k1/p1r2ppp/4p3/8/P1p5/2K5/5PPP/3R4 b - - 0 27""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 rookendgame short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 rookendgame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1038""]
[RatingDeviation ""79""]
[Popularity ""100""]
[NbPlays ""199""]
[Themes ""backrankmate endgame mate matein2 rookendgame short xrayattack""]

27... Rdxc8 28. Rd8+ Rxd8 29. Rxd8# *",Rdxc8 Rd8+ Rxd8 Rxd8#
05Gv1,6k1/p1p2ppp/6r1/2p2b2/Q1Pq1P2/NP3P2/P6P/4R2K b - - 0 24,f5d7 e1e8 d7e8 a4e8,1039,79,100,88,endgame kingsideattack mate matein2 sacrifice short xrayattack,https://lichess.org/vTx38UJP/black#48,,"[Event ""endgame kingsideattack mate matein2 sacrifice short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""6k1/p1p2ppp/6r1/2p2b2/Q1Pq1P2/NP3P2/P6P/4R2K b - - 0 24""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame kingsideattack mate matein2 sacrifice short xrayattack""]
[ChapterName ""endgame kingsideattack mate matein2 sacrifice short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1039""]
[RatingDeviation ""79""]
[Popularity ""100""]
[NbPlays ""88""]
[Themes ""endgame kingsideattack mate matein2 sacrifice short xrayattack""]

24... Bd7 25. Re8+ Bxe8 26. Qxe8# *",Bd7 Re8+ Bxe8 Qxe8#
0QHms,3r2k1/p3rp2/7p/2P3p1/1P6/P4P1P/4pP2/R3R1K1 w - - 1 30,a1a2 d8d1 a2e2 d1e1 e2e1 e7e1,1042,91,95,1766,crushing endgame long rookendgame xrayattack,https://lichess.org/IOZMs7bn#59,,"[Event ""crushing endgame long rookendgame xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/p3rp2/7p/2P3p1/1P6/P4P1P/4pP2/R3R1K1 w - - 1 30""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame long rookendgame xrayattack""]
[ChapterName ""crushing endgame long rookendgame xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1042""]
[RatingDeviation ""91""]
[Popularity ""95""]
[NbPlays ""1766""]
[Themes ""crushing endgame long rookendgame xrayattack""]

30. Ra2 Rd1 31. Rxe2 Rxe1+ 32. Rxe1 Rxe1+ *",Ra2 Rd1 Rxe2 Rxe1+ Rxe1 Rxe1+
0KMIj,4r2k/p5pp/3Qb3/5p2/1r6/2q5/P1P1RPPP/4R1K1 w - - 0 23,e2e6 c3e1 e6e1 e8e1,1042,81,77,179,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/R51sDMEA#45,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r2k/p5pp/3Qb3/5p2/1r6/2q5/P1P1RPPP/4R1K1 w - - 0 23""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1042""]
[RatingDeviation ""81""]
[Popularity ""77""]
[NbPlays ""179""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

23. Rxe6 Qxe1+ 24. Rxe1 Rxe1# *",Rxe6 Qxe1+ Rxe1 Rxe1#
0CCDz,6k1/q4ppp/5n2/8/4r1P1/4R2P/4Q3/3R1K2 b - - 1 36,e4e3 d1d8 f6e8 d8e8 e3e8 e2e8,1054,77,83,260,endgame long mate matein3 xrayattack,https://lichess.org/a6W6RkP5/black#72,,"[Event ""endgame long mate matein3 xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""6k1/q4ppp/5n2/8/4r1P1/4R2P/4Q3/3R1K2 b - - 1 36""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""endgame long mate matein3 xrayattack""]
[ChapterName ""endgame long mate matein3 xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1054""]
[RatingDeviation ""77""]
[Popularity ""83""]
[NbPlays ""260""]
[Themes ""endgame long mate matein3 xrayattack""]

36... Rxe3 37. Rd8+ Ne8 38. Rxe8+ Rxe8 39. Qxe8# *",Rxe3 Rd8+ Ne8 Rxe8+ Rxe8 Qxe8#
0n9Kz,r4r1k/pp4p1/2p2P1q/3p1QN1/3P4/1P2P2P/P5P1/5R1K b - - 0 26,f8f6 g5f7 f6f7 f5f7,1062,76,97,4317,crushing endgame fork short xrayattack,https://lichess.org/ypuAEQRK/black#52,,"[Event ""crushing endgame fork short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""r4r1k/pp4p1/2p2P1q/3p1QN1/3P4/1P2P2P/P5P1/5R1K b - - 0 26""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing endgame fork short xrayattack""]
[ChapterName ""crushing endgame fork short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1062""]
[RatingDeviation ""76""]
[Popularity ""97""]
[NbPlays ""4317""]
[Themes ""crushing endgame fork short xrayattack""]

26... Rxf6 27. Nf7+ Rxf7 28. Qxf7 *",Rxf6 Nf7+ Rxf7 Qxf7
0mj7c,2r2b1k/6pp/1B1r4/P7/P4P2/1R4P1/3p3P/3R2K1 w - - 0 35,b3b2 c8c1 b2d2 c1d1 d2d1 d6d1,1066,80,94,1229,advantage endgame long xrayattack,https://lichess.org/2JyWzf86#69,,"[Event ""advantage endgame long xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""2r2b1k/6pp/1B1r4/P7/P4P2/1R4P1/3p3P/3R2K1 w - - 0 35""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""advantage endgame long xrayattack""]
[ChapterName ""advantage endgame long xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1066""]
[RatingDeviation ""80""]
[Popularity ""94""]
[NbPlays ""1229""]
[Themes ""advantage endgame long xrayattack""]

35. Rb2 Rc1 36. Rxd2 Rxd1+ 37. Rxd1 Rxd1+ *",Rb2 Rc1 Rxd2 Rxd1+ Rxd1 Rxd1+
0XVQG,4r1k1/p3rppp/1p6/1Qp5/5P2/2PP2Pq/2PK1B1P/4R3 b - - 5 33,h3h2 b5e8 e7e8 e1e8,1069,76,84,288,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/IEDVirtw/black#66,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/p3rppp/1p6/1Qp5/5P2/2PP2Pq/2PK1B1P/4R3 b - - 5 33""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1069""]
[RatingDeviation ""76""]
[Popularity ""84""]
[NbPlays ""288""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

33... Qxh2 34. Qxe8+ Rxe8 35. Rxe8# *",Qxh2 Qxe8+ Rxe8 Rxe8#
0SPDT,3r2k1/1q4pp/p1b1r3/1p2p3/2P2Q2/P1B5/B1P3PP/4R1RK w - - 0 29,e1e5 c6g2 g1g2 d8d1 c3e1 d1e1 e5e1 e6e1 f4f1 e1f1,1107,80,90,2098,kingsideattack mate matein5 middlegame sacrifice verylong xrayattack,https://lichess.org/Wp3dIxEf#57,,"[Event ""kingsideattack mate matein5 middlegame sacrifice verylong xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""3r2k1/1q4pp/p1b1r3/1p2p3/2P2Q2/P1B5/B1P3PP/4R1RK w - - 0 29""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""kingsideattack mate matein5 middlegame sacrifice verylong xrayattack""]
[ChapterName ""kingsideattack mate matein5 middlegame sacrifice verylong xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1107""]
[RatingDeviation ""80""]
[Popularity ""90""]
[NbPlays ""2098""]
[Themes ""kingsideattack mate matein5 middlegame sacrifice verylong xrayattack""]

29. Rxe5 Bxg2+ 30. Rxg2 Rd1+ 31. Be1 Rxe1+ 32. Rxe1 Rxe1+ 33. Qf1 Rxf1# *",Rxe5 Bxg2+ Rxg2 Rd1+ Be1 Rxe1+ Rxe1 Rxe1+ Qf1 Rxf1#
0TzRf,4r1k1/1p3ppp/p1b5/3r4/8/1q2BPQ1/1P4P1/4R1K1 b - - 4 28,e8e3 g3b8 d5d8 b8d8 c6e8 d8e8 e3e8 e1e8,1108,80,86,655,backrankmate endgame mate matein4 verylong xrayattack,https://lichess.org/9vf1bDVw/black#56,,"[Event ""backrankmate endgame mate matein4 verylong xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/1p3ppp/p1b5/3r4/8/1q2BPQ1/1P4P1/4R1K1 b - - 4 28""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein4 verylong xrayattack""]
[ChapterName ""backrankmate endgame mate matein4 verylong xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1108""]
[RatingDeviation ""80""]
[Popularity ""86""]
[NbPlays ""655""]
[Themes ""backrankmate endgame mate matein4 verylong xrayattack""]

28... Rxe3 29. Qb8+ Rd8 30. Qxd8+ Be8 31. Qxe8+ Rxe8 32. Rxe8# *",Rxe3 Qb8+ Rd8 Qxd8+ Be8 Qxe8+ Rxe8 Rxe8#
0FReE,4Qq1k/2r2Ppp/p2p4/1p6/1Pp5/8/P5PP/n4R1K b - - 2 31,c7f7 e8f8 f7f8 f1f8,1114,79,60,92,backrankmate endgame mate matein2 short xrayattack,https://lichess.org/2ZmtaZBX/black#62,,"[Event ""backrankmate endgame mate matein2 short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4Qq1k/2r2Ppp/p2p4/1p6/1Pp5/8/P5PP/n4R1K b - - 2 31""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterName ""backrankmate endgame mate matein2 short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1114""]
[RatingDeviation ""79""]
[Popularity ""60""]
[NbPlays ""92""]
[Themes ""backrankmate endgame mate matein2 short xrayattack""]

31... Rxf7 32. Qxf8+ Rxf8 33. Rxf8# *",Rxf7 Qxf8+ Rxf8 Rxf8#
0QOgy,4r1k1/ppp3p1/7r/3pB2p/5Pb1/2P1Q3/PP1N3q/R3KR2 w Q - 0 21,e3f2 e8e5 f4e5 h2e5,1127,78,94,1143,crushing master middlegame short xrayattack,https://lichess.org/mt5m6RQY#41,,"[Event ""crushing master middlegame short xrayattack""]
[Site ""?""]
[Date ""????.??.??""]
[Round ""?""]
[White ""?""]
[Black ""?""]
[Result ""*""]
[FEN ""4r1k1/ppp3p1/7r/3pB2p/5Pb1/2P1Q3/PP1N3q/R3KR2 w Q - 0 21""]
[SetUp ""1""]
[Variant ""From Position""]
[Annotator ""https://lichess.org/@/IQ_4U_Academy""]
[ECO ""?""]
[Opening ""?""]
[StudyName ""crushing master middlegame short xrayattack""]
[ChapterName ""crushing master middlegame short xrayattack""]
[ChapterURL ""https://lichess.org/study/RljHPTdA/IKD1XdcO""]
[ChapterMode ""gamebook""]
[Rating ""1127""]
[RatingDeviation ""78""]
[Popularity ""94""]
[NbPlays ""1143""]
[Themes ""crushing master middlegame short xrayattack""]

21. Qf2 Rxe5+ 22. fxe5 Qxe5+ *",Qf2 Rxe5+ fxe5 Qxe5+
