PuzzleId,FEN,Moves,Rating,Themes,SAN
0RQ84,4N1r1/p4p2/6kp/3P4/1P5P/P3b1R1/4r1P1/7K b - - 2 37,g6h7 e8f6 h7h8 g3g8,1176,arabianmate endgame fork mate matein2 short,Kh7 Nf6+ Kh8 Rxg8#
0crO9,3r4/8/6p1/3pKbR1/p2N3p/2P5/7k/8 b - - 5 61,h4h3 d4f3 h2h1 g5g1,1205,arabianmate endgame mate matein2 short,h3 Nf3+ Kh1 Rg1#
02U6g,8/1p1b3k/p3p3/3pP1Bp/1P1n2r1/P7/3R2BK/6R1 w - - 0 33,g2h3 d4f3 h2h1 g4g1,1224,arabianmate fork mate matein2 middlegame short,Bh3 Nf3+ Kh1 Rxg1#
0PoO9,1r5k/1b2n1rN/1p1p2pQ/p2Pp3/2q1p3/P6R/1PP2PPP/3R2K1 b - - 0 24,e7f5 h7f6 f5h6 h3h6 g7h7 h6h7,1247,arabianmate discoveredattack exposedking kingsideattack long mate matein3 middlegame sacrifice,Nf5 Nf6+ Nxh6 Rxh6+ Rh7 Rxh7#
0QA4Q,2k3r1/1pp5/p3N3/7r/1P2p2n/2P1B3/P4PPP/3R1RK1 w - - 6 29,e6f4 h4f3 g1h1 h5h2,1263,arabianmate discoveredattack mate matein2 middlegame pin short,Nf4 Nf3+ Kh1 Rxh2#
0coM5,r7/5p1p/p3pk2/1p2RN2/7q/P4n2/1PB2PrP/3R3K w - - 2 26,f5h4 g2h2,1340,arabianmate mate matein1 middlegame onemove,Nxh4 Rxh2#
0EtZN,3r2rk/bpp1R3/p4Nbp/8/3P2PN/2P4P/PP1q4/5R1K b - - 2 31,g8g7 h4g6 g7g6 e7h7,1363,arabianmate kingsideattack mate matein2 middlegame short,Rg7 Nxg6+ Rxg6 Rh7#
0S3uZ,6k1/pp1q2bp/3p2p1/3N4/2N1P3/3nBn1P/P4rP1/1R1Q3K w - - 10 28,d1d3 d7h3 g2h3 f2h2,1450,arabianmate kingsideattack master mate matein2 middlegame sacrifice short,Qxd3 Qxh3+ gxh3 Rh2#
0G6yS,2kr4/p4R1p/B5p1/2p1N3/3p4/3K4/PB4PP/4q3 b - - 2 34,c8b8 e5c6 b8a8 f7a7,1469,arabianmate endgame fork mate matein2 short,Kb8 Nc6+ Ka8 Rxa7#
0KnBf,1r4k1/5Rpp/b3p3/p3N3/8/1rn3N1/1P3PPP/KR6 w - - 1 29,g3h5 b3a3 b2a3 b8b1,1472,arabianmate discoveredattack mate matein2 middlegame short,Nh5 Ra3+ bxa3 Rxb1#
0Psvo,2k5/ppp5/7N/3Np3/3Pp3/5nrb/PPP2R2/R1B4K w - - 0 24,c1e3 h3g2 f2g2 g3h3 g2h2 h3h2,1477,arabianmate clearance exposedking long mate matein3 middlegame sacrifice,Be3 Bg2+ Rxg2 Rh3+ Rh2 Rxh2#
04qkq,1nr2b1k/2q2p2/4pNp1/3pP3/1p1P3P/2B3R1/1P2QPP1/6K1 b - - 1 27,b4c3 e2h5 g6h5 g3g8,1486,arabianmate kingsideattack mate matein2 middlegame sacrifice short,bxc3 Qh5+ gxh5 Rg8#
0HEko,8/R2N2bk/2p3pp/8/P7/2p4P/1r2nPPK/8 b - - 1 30,g7d4 d7f6 h7h8 a7h7,1491,arabianmate doublecheck endgame master mate matein2 short,Bd4 Nf6+ Kh8 Rh7#
