PuzzleId,FEN,Moves,Rating,Themes,SAN
0BuLe,Qnk2R2/1p4r1/3pq3/1Pp5/7b/8/2P2RP1/6K1 b - - 1 31,h4d8 f8d8 c8d8 a8b8 d8d7 b8b7,1228,attraction crushing deflection interference long middlegame,Bd8 Rxd8+ Kxd8 Qxb8+ Kd7 Qxb7+
03F5s,r3r1k1/ppp1Bpp1/6p1/1P6/3P2n1/1QP5/P2N1PPq/R3RK2 w - - 2 23,d2f3 h2h1 f3g1 g4h2 f1e2 e8e7,1230,advantage interference long middlegame,Nf3 Qh1+ Ng1 Nh2+ Ke2 Rxe7+
0EFIo,4rrk1/pp2Rppp/2p5/2Pp4/1P1P1Qn1/P1N3Pq/1B3P1P/4R1K1 w - - 3 22,e7e8 h3h2 g1f1 h2h1 f1e2 f8e8,1231,advantage interference kingsideattack long middlegame,Rxe8 Qxh2+ Kf1 Qh1+ Ke2 Rxe8+
0WzKz,8/8/1p1kp3/3p1p2/8/2QK2P1/PP4r1/8 w - - 4 46,d3d4 e6e5 d4d3 g2g3 d3d2 g3c3,1232,crushing endgame interference long queenrookendgame skewer,Kd4 e5+ Kd3 Rxg3+ Kd2 Rxc3
0BDFq,3rkR2/8/p3p2p/1p6/3q4/2N5/P5rP/5R1K b - - 1 28,e8e7 f1f7 e7d6 f8d8 d6e5 d8d4,1237,crushing deflection endgame interference long skewer,Ke7 R1f7+ Kd6 Rxd8+ Ke5 Rxd4
01GCT,5r1k/6p1/R3bn1p/8/1P6/P2PqB2/1B2P2P/6RK b - - 0 30,h8h7 f3e4 h7h8 a6e6,1273,advantage interference middlegame short,Kh7 Be4+ Kh8 Rxe6
0T7CP,r4r1k/1p1PR1bp/p5p1/8/PPB2pP1/7q/2PQ1P2/4R1K1 w - - 0 26,d2e2 f4f3 e2f1 h3g4,1282,crushing interference kingsideattack middlegame short,Qe2 f3 Qf1 Qxg4+
0Sn2e,1k6/p2R1p1p/1p6/1P6/4KP2/P7/1P4q1/3R4 w - - 5 56,e4f5 g2g6 f5e5 g6e6 e5d4 e6d7,1296,crushing endgame interference long queenrookendgame,Kf5 Qg6+ Ke5 Qe6+ Kd4 Qxd7+
0XVJf,r4k1r/ppp2ppp/2pb4/8/5qb1/3B2P1/PPPP1P1P/R1B1RQK1 b - - 0 13,f4d4 e1e4 d4f6 e4g4,1298,advantage interference middlegame short,Qd4 Re4 Qf6 Rxg4
0oQEN,5rk1/ppp3p1/3b3p/3P4/1P3q2/P6P/2Q1RPP1/4R1K1 w - - 4 27,e2e8 f4h2 g1f1 h2h1 f1e2 f8e8,1312,crushing endgame interference long,Re8 Qh2+ Kf1 Qh1+ Ke2 Rxe8+
0H9PW,5rk1/pbq3p1/1p2pP1p/4N3/2Pr4/1P6/2Q2P1P/1B2R1K1 b - - 0 26,f8f6 c2h7 g8f8 h7h8 f8e7 h8g7,1323,advantage deflection interference long middlegame,Rxf6 Qh7+ Kf8 Qh8+ Ke7 Qxg7+
0WW4t,4r2k/ppp3pp/6p1/2n1r3/3p1qPP/3P1P2/PPB3QN/3K1R1R w - - 2 26,f1e1 e5e1 h1e1 e8e1 d1e1 f4c1 e1f2 c1c2,1328,attraction crushing exposedking interference middlegame verylong,Re1 Rxe1+ Rxe1 Rxe1+ Kxe1 Qc1+ Kf2 Qxc2+
0EywV,r4rk1/pbpp1ppp/1p3n2/3Pn3/1q2PR2/4B1P1/PPP1N1BP/R2Q2K1 b - - 4 13,b4b2 e3d4 b2a3 d4e5,1328,crushing interference middlegame short,Qxb2 Bd4 Qa3 Bxe5
0dVPg,8/pp6/6r1/1PK1k3/2R3P1/8/8/8 w - - 9 60,c4a4 b7b6 c5c4 g6g4 c4b3 g4a4,1330,crushing endgame interference long rookendgame,Ra4 b6+ Kc4 Rxg4+ Kb3 Rxa4
0ZLJ4,4r3/p1p1r3/7p/1bN1Pk2/5p2/1P3K2/P1P2PP1/3RR3 w - - 1 33,a2a4 b5c6 f3e2 e7e5,1330,advantage endgame interference short,a4 Bc6+ Ke2 Rxe5+
0ULHn,1r4k1/p1p2ppp/2P1p3/3pP3/1B3P1b/P3q2P/2Q3P1/5R1K b - - 1 24,h4g3 f1f3 e3d4 f3g3,1333,advantage endgame interference short,Bg3 Rf3 Qd4 Rxg3
0FuFJ,4k3/1pN2rpp/p1n5/8/2Q5/4q3/PP4PP/3R3K b - - 0 24,f7c7 c4g8 e8e7 g8g7,1361,crushing endgame interference short,Rxc7 Qg8+ Ke7 Qxg7+
06Vdp,1r1q1k1r/3bbBp1/p1pp1nnp/P3p3/4P3/1Q3N2/1PP1NPPP/R1B2RK1 w - - 1 15,b3c4 d6d5 f7g6 d5c4,1361,advantage interference middlegame short,Qc4 d5 Bxg6 dxc4
0BCpo,3r2kr/p2P1pp1/b1B2n1p/2B1p3/8/2Q4P/qPP2Pn1/2KR2NR w - - 0 22,c6g2 a2a1 c1d2 d8d7,1363,advantage interference middlegame short,Bxg2 Qa1+ Kd2 Rxd7+
